WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN
16.38,0,0,0,19,0,13.9
6.75,0,0,0,18.6,0,12.5
3.83,0,0,0,17.8,0,7
7.96,0,0,0,22.1,0,12.2
11.96,0,1.2,0,21.2,0,13.9
3.96,0,9.8,0,18.7,0,13.1
13.04,0,5.3,0,18.1,0,13.4
15.41,4,0,0,17,0,11.3
18.21,0,5.2,0,19,0,11
16.29,0,0,0,16,0,10.9
6.13,0,0.1,0,16.4,0,4.8
2.04,0,0,0,17.3,0,11.1
1.71,0,0.1,0,17.7,0,7
1.21,0,0,0,18,0,7.1
1.71,4,0,0,19.5,0,6.8
1.83,4,0,0,16.8,0,7.8
2.71,4,0,0,16.5,0,4.6
3.63,4,0,0,15.4,0,12.5
2.33,4,0,0,18.6,0,4.4
3.88,4,0,0,15.4,0,10.2
1.87,0,0,0,16.6,0,10.6
4.79,0,0,0,16.1,0,11.8
3.88,0,1.2,0,16.6,0,10.7
0.42,0,0.7,0,14.5,0,12.4
2.33,0,16.5,0,15.8,0,12.4
4.25,0,0.9,0,14.6,0,9.1
4.33,0,8.2,0,15,0,7.5
21.29,0,13.1,0,10.7,0,9
17.79,0,0.2,0,11.7,0,8
7.58,0,14.9,0,14.3,0,8.5
9.71,0,4.2,0,17,0,11.4
2,0,9.9,0,14.3,0,7
4.42,0,0,0,14.6,0,5.8
3.79,0,3.2,0,13.4,0,5.6
2.83,0,1.5,0,13.5,0,8.6
7.12,0,0.5,0,15.8,0,7.4
13.17,0,22.9,0,14,0,8.2
4.75,0,3.2,0,14,0,7.8
2.83,0,0.2,0,15.4,0,5.2
5.79,0,0,0,12.8,0,8.4
5.63,0,7,0,12.8,0,2.4
11.96,0,26.7,0,13.9,0,4.6
10.13,0,9.7,0,13.3,0,7.9
5.88,0,0.3,0,12.7,0,9.5
8.5,0,0,0,13.5,0,8
9.67,0,0,0,13,0,8.5
5.91,0,0.9,0,8.3,0,2.8
8.12,0,0,0,10.5,0,1.3
7.62,0,0,0,11.2,0,1.5
6,0,0,0,12,0,3.4
11.08,0,0.3,0,10.9,0,2.1
14.79,0,0,0,9.5,0,4
7.75,0,0,0,9.8,0,5.1
5.88,0,0,0,10.6,0,4.6
5.46,0,0,0,10.6,0,3.5
9.92,0,0.1,0,10.5,0,4.6
18.58,0,2.2,0,8.8,0,2.6
13.79,0,0.6,0,8.2,2,4
5.17,0,1.2,0,7.8,1,-0.5
5.63,0,2.9,0,8.6,0,0.4
17.67,0,7.2,0,9.2,0,1.5
19.87,0,1.3,0,9.2,0,6
6.17,0,0,0,10,0,7.2
7.38,0,0,0,9.6,0,3.2
8.71,0,0,0,9.3,0,0.7
6.75,0,2.4,2,9,0,1.2
7.96,4,0,0,11.3,0,0.1
11.17,0,0.3,0,11.8,0,8.9
11.42,0,2.4,0,12.4,0,10.4
12.12,0,0.1,0,11.4,0,3.5
23.09,0,4.5,0,11.2,0,5.5
21.87,0,0.3,0,6.9,0,4.8
13.92,0,0,0,7.9,0,2.4
8.42,0,2.1,0,7.6,0,3
2.92,0,0,0,8.6,0,2.8
3.54,0,1.3,0,6.5,1,-2.2
6.71,0,1,0,5.8,1,-2
8.17,4,0,0,6.8,0,0.2
5.33,0,1.3,0,5.4,1,-1.8
7.96,0,0.1,0,7.2,1,-1.4
12.12,0,0.6,0,10,0,1.2
14.79,0,0.1,0,10.6,0,5.6
16.75,0,2.4,0,9.8,0,2.5
15.37,0,0,0,8.5,0,1.8
19.38,0,4.7,0,9.1,0,0.7
21.75,0,3.4,0,9.5,0,2.9
30.37,0,4.7,0,8.5,0,3.1
28.16,0,0,0,7,0,3.2
14.5,0,0,0,6.3,0,0.3
11.75,0,0,0,9.9,1,-1.1
14.96,0,0.2,0,11.5,0,1.8
12.21,0,0,0,8.5,0,3.5
15.09,0,2.9,0,11.5,0,1.2
25.12,0,0.1,0,7.9,0,2
23.75,0,22.5,0,10.5,0,2.5
14.58,0,0.2,0,10,2,5.1
11.21,0,4.7,0,9,0,0.5
20.04,0,17.3,0,7.4,2,1
13.33,0,2.6,0,5.6,0,4.8
9.87,0,7.7,0,11.2,0,0.5
11.29,0,2,0,12.4,0,1.6
14.25,4,0,0,9.8,0,2.2
26,0,1.4,0,12.5,0,2.5
18.5,0,0.3,0,10.6,0,7.2
23.04,0,0.9,0,11.5,0,7.2
12.58,0,0,0,9.8,0,2.2
17.16,0,0.1,0,10.4,0,2.4
17.37,0,0.3,0,10.7,0,6.1
16.88,0,9.9,0,9.5,0,8.7
10.67,0,0,0,8.5,0,3.8
4.96,0,0.1,0,9.6,1,-2.1
10.41,0,5.7,0,10.6,1,-1.8
9.67,0,0,2,9,0,4.3
9.62,0,1.2,0,12.5,2,4
16.5,0,3.3,0,11,0,8.2
5.25,0,3.6,0,9.4,0,2.6
13.5,4,0,0,6.6,0,4
11.38,4,0,0,5.8,0,2
8.29,4,0,0,4.4,1,-2
5.66,4,0,0,2.8,1,-2
5.63,4,0,0,4.5,0,0.8
6.87,0,0.2,0,4.5,0,1
10.63,0,0,0,6.6,1,-1.4
8.63,0,0.4,0,6,0,2.6
6.34,0,0.6,0,4.2,0,1.2
7.33,0,1.3,0,3.9,1,-2
11,0,0,0,7.5,1,-2.1
9.59,0,0,0,9,0,3.9
9.54,0,0,0,8.9,0,6.3
9.96,0,0,0,7.5,0,3.4
6.21,0,0,0,7.7,0,4.1
3.92,4,0,0,10.4,0,2.4
7.75,0,1,0,8.5,0,5.2
14.79,4,0,0,11.2,0,6
9,0,4,0,10.8,1,-0.8
13.67,0,3.3,0,10,1,-0.5
10.21,0,2.5,0,9.4,0,7
13.54,0,0,0,7.7,0,4.7
13.29,0,4.9,0,8.2,0,1.7
10.08,0,0.6,0,8.4,0,1.5
6.71,0,6.5,0,8.8,0,5
11.79,0,1.9,0,9.7,0,6.5
7.75,0,6.1,0,12.5,1,-0.9
12.38,4,0,0,13.4,0,0
9.25,0,0.3,0,12,0,8
13.13,0,0,0,13,0,8.1
12.92,0,0,0,12,0,8.5
16.17,0,0.7,0,11.1,0,7.2
14.67,0,0,0,12.4,0,7.1
16.88,0,0.4,0,12.9,0,11
20.12,0,0.2,0,11.5,0,8.5
10,0,0,0,10.3,0,3.5
9.96,4,0,0,9.1,0,1.1
10.41,0,1.5,0,9.7,0,5.1
7.96,0,0,0,9.8,0,4.9
6.25,0,0.1,0,7.6,1,-1.1
5.66,0,0,0,8.4,1,-1
4.5,0,0,0,7.5,0,3.6
9.38,4,0,0,7.3,0,4
11,4,0,0,7,0,0.4
12.54,0,0,0,7.4,0,4.5
14.62,0,1.6,0,6.4,0,2.1
26.54,0,11.4,0,8.8,0,2
7.17,0,4,0,6.8,0,5
4.54,0,0.1,0,8.5,1,-1.5
10.5,0,5.2,0,8.8,1,-2
19.08,0,0.7,0,8.2,0,4.4
14.83,0,6,0,6.8,0,3.6
16.17,0,0,0,9.4,0,3.1
11.34,0,32.4,0,7.1,0,4.4
16.33,0,0,0,7.6,0,0.6
15.09,0,1.9,0,9.6,0,2.4
12.04,0,0.2,0,11.7,0,6.8
13.75,0,2.7,0,10.6,0,4.7
22.08,0,17.5,0,11.6,0,4.3
23.04,0,2.7,0,8.1,0,4
20.88,0,0.5,0,10,0,2.2
21.92,0,0,0,11.1,0,5
18.71,0,0,0,11.4,0,6.5
14.71,0,0.2,0,13.2,0,7.9
15.46,0,0,0,13.4,0,6
19.17,4,0,0,11.8,0,8.2
16.75,0,0.2,0,12.8,0,9.2
9.25,0,5.8,0,11,0,4.6
13.5,0,11.4,0,6.4,0,4.5
22.83,0,1.1,0,9.2,0,2.5
26.54,0,1.5,0,6.8,0,1.8
11.92,0,0,4,NA,0,2.2
16.71,0,0.5,0,10.1,0,0.9
22.29,0,0.8,0,13.9,0,4.9
17.92,0,0,0,9.9,0,4.2
14.71,0,0.1,0,11.4,0,3.3
25.25,0,0.4,0,11.6,0,6.9
17.08,0,0.2,0,11.4,0,6.9
19.95,0,0,0,12.4,0,6.7
17.21,0,0,0,11.9,0,5
20.38,0,0,0,17,0,7.3
17.04,0,0.4,0,12,0,7.3
15.04,0,0.2,0,10.4,0,3.4
16.29,0,0,0,11.7,0,4.4
17.12,0,1,0,12.8,0,4.3
20.38,0,2.2,0,10.1,0,1.4
19.62,0,0.8,0,8.7,0,1.5
18.16,0,0.1,0,7.9,0,1.1
15.09,0,1.2,0,8.6,0,0
11.5,0,1.5,0,9.5,1,-1
6.96,0,0,0,7.6,1,-0.2
11.87,0,13,0,10.8,1,-2
15.09,0,0.5,0,12.2,0,3.5
13.54,0,0,0,11.7,0,5.6
15.83,0,0,0,11.9,0,8
19.67,0,0,0,12.9,0,8.5
18.54,0,0.3,0,12.5,0,4.3
15.92,0,0,0,12,0,5.2
15.16,0,3.3,0,9.6,0,4.4
18.05,0,0,0,9.9,0,4.5
17.12,0,0,0,8.8,0,6.1
11.83,0,0.2,0,10.3,0,5.9
7.79,0,0,0,10.6,0,5.3
8.71,0,0,0,11.4,0,5.9
4.54,0,0,0,11.2,0,1.3
9.38,0,0,0,14.6,0,1.9
6.29,0,0,0,19.1,0,6.9
12.79,0,0,0,16.6,0,9.4
7.08,0,0,0,14.4,0,4.8
17.71,0,2.6,0,14.4,0,7.2
18.12,0,1.5,0,11.8,0,5.6
12.33,0,1.5,0,10.8,0,2.4
10.88,0,3.2,0,14.6,0,1.5
7.5,0,1.5,0,14.8,0,5
10.71,0,1.9,0,15.5,0,7.4
6.83,0,0,0,13.4,0,3
9.38,0,1.4,0,14,0,8.5
7.38,0,0,0,14.1,0,5.3
6.46,0,0,0,21,0,6.2
5.58,0,0,0,22.1,0,9.7
13.13,0,0.3,0,15.9,0,5.8
13.83,0,1.4,0,11.9,0,1.9
8.75,0,0.4,0,9.9,0,0.1
16.46,0,11.7,0,9.4,1,-2
17.58,0,9.3,0,11.5,0,3.5
15.29,0,0.6,0,13.7,0,6.5
9.21,0,1.9,0,13,0,8.2
9.29,0,2.3,0,12.6,0,2.9
10.71,0,4,0,14.6,0,9
6.46,0,3.6,0,14.5,0,8.4
2.29,0,0.6,0,11.8,0,8.4
9.5,0,7.7,0,10.2,0,5.8
12.71,0,15.4,0,11.4,0,6.6
12.67,0,7.2,0,8.9,0,8
9.83,0,4.8,0,9.8,0,7.8
15.09,0,12,0,7,0,6.5
7.79,0,2.1,0,8.7,0,5.5
8.5,0,0,0,10.8,0,6.5
9.5,0,3.7,0,12.9,0,1.6
15.09,0,2.6,0,15,0,7.7
18.58,0,1,0,14.3,0,7.2
14.62,0,4.4,0,12.8,0,8.6
16.83,0,3.9,0,12.9,0,7.4
11.34,0,5.1,0,15.7,0,7.5
12.79,0,4.1,0,14.5,0,8.4
8.83,0,3.1,0,14,0,7.6
9,0,1.4,0,15.6,0,7.1
3.63,0,2.9,0,12.9,0,4.9
4.25,0,3.2,0,13.9,0,7.3
6.29,0,1.9,0,12.4,0,5.5
2.83,4,0,0,15.6,0,9
4.79,0,0,0,18.4,0,5.8
3.88,4,0,0,17.2,0,7
5.09,4,0,0,17.4,0,11.4
10,0,0,0,19.8,0,13
8.75,4,0,0,19.4,0,12.8
10.88,0,1.6,0,19.1,0,8.2
16.38,0,0.4,0,21.5,0,12.6
8.67,0,2.3,0,16,0,7.9
6.13,0,0,0,16.3,0,11.2
8.17,0,0,0,17,0,5.8
3.92,0,0,0,18,0,11.5
5,0,0,0,18.2,0,6.6
4.96,0,0,0,17.4,0,12.8
2.75,0,0,0,18.9,0,6.2
4.67,0,0,0,21.1,0,8.4
1.79,0,0,0,20.5,0,9
2.46,0,0,0,20.9,0,12.7
3.04,0,0,0,21.1,0,10.3
2.79,0,0,0,21.2,0,9.2
8.63,0,0.3,0,17.4,0,11.4
15.16,0,0.7,0,18.2,0,13.4
11.34,0,0.7,0,17.8,0,9.4
8.33,0,3.3,0,20.6,0,11.2
6.08,0,2.5,0,15,0,3.8
7.92,4,0,0,19.8,0,11.2
6.21,0,0,0,16.8,0,8.4
3.54,0,0,0,18.5,0,9.4
5.37,0,0,0,19,0,11.1
14.42,0,0,0,23.8,0,14
12.17,0,0,0,18,0,14.9
6.5,0,0,0,18,0,6
6,0,1.3,0,20.6,0,12
11.58,0,2.9,0,17.7,0,9.6
13.29,0,2.9,0,17.1,0,9.8
4.96,0,0,0,19.8,0,11.6
5.83,0,0,0,20.1,0,10.4
8.46,0,0.2,0,20.2,0,14.7
9.25,0,0.3,0,21,0,14.1
12.58,0,0,0,17.7,0,10.3
10,0,0,0,21.6,0,10.3
8.25,0,0.2,0,19,0,13.2
4.25,0,0.5,0,22.5,0,14.2
3.46,0,0,0,22,0,12.2
5.5,0,9.6,0,20.6,0,14.2
5,0,15.7,0,21.5,0,14.2
5.5,0,2.4,0,19.8,0,12.3
7.04,0,0.2,0,21,0,15
4.71,0,5,0,20,0,14.5
7.12,0,5.5,0,20.8,0,14.3
6.63,0,0.4,0,20,0,12.2
6.25,0,0.3,0,17.5,0,8.5
4.04,0,0,0,18,0,11.5
3.21,0,0,0,18.4,0,11.8
3.54,0,0,0,21.5,0,11.6
11.29,0,0.2,0,17.8,0,13.8
7.12,0,0.1,0,19.6,0,8.6
10.71,0,0.5,0,23,0,15
6.25,0,0,0,18.3,0,12.5
7.58,0,4.2,0,17.8,0,10.5
8.08,0,1.3,0,22.5,0,12.9
8.12,0,1.3,0,20.7,0,13.5
3.83,0,2.4,0,18.5,0,13.5
7.62,4,0,0,19.2,0,11
5.5,0,4.1,0,17.4,0,8.4
11.46,0,1.2,0,17,0,10.4
11.71,0,2.1,0,15.4,0,7
6.71,0,0,0,17.7,0,4.4
6.42,0,11,0,21.5,0,10.1
11.63,0,5.8,0,18.7,0,13
7.38,0,0.4,0,18.5,0,13.8
4.5,0,0,0,20,0,13.4
4.88,0,3.5,0,19.3,0,13.5
11.5,0,4.2,0,17.6,0,12.6
15.71,0,0,0,16,0,10.7
9.21,0,9.7,0,16.8,0,8.7
15.5,0,0.1,0,17,0,12.9
11.54,0,3.5,0,18.6,0,10.8
10.96,0,2.1,0,17.2,0,10.5
8.75,0,10.9,0,18,0,10.8
9.83,0,21.4,0,18.7,0,12.8
4.33,0,0,0,17,0,12
3.37,0,0,0,17.4,0,6.5
5.17,0,0,0,19,0,7
3.54,4,0,0,19.4,0,11.1
3.92,4,0,0,21.4,0,10
2.83,0,0,0,20.6,0,11.5
3.79,0,0,0,21.4,0,14.4
4.54,0,3.3,0,19,0,15.5
4.71,0,1,0,18.2,0,14
5.71,0,0,0,19.2,0,12.8
10.54,0,0,0,19,0,12.3
12.96,0,3.7,0,18.2,0,11
3.96,0,2.3,0,13.5,0,11.9
8.87,0,0.6,0,18.8,0,8.5
15,0,2.6,0,18,0,11
19.67,0,2.3,0,16.5,0,11.4
14.54,0,2,0,16.5,0,10.2
22.34,0,2.1,0,15.2,0,11
12.75,0,0.1,0,15.2,0,8.7
5.41,0,0,0,17.2,0,9.1
4.54,0,0,0,16,0,6.2
5.79,0,8.1,0,18.5,0,6.2
3.5,0,7.7,0,17.1,0,12.6
9.46,0,20,0,17.4,0,12.5
8.58,4,0,0,17.2,0,11.5
3.67,0,0,0,16.5,0,8
1.83,0,0,0,17.5,0,6.5
2.96,0,0,0,19.2,0,6.2
4.25,0,5.5,0,16.4,0,4.8
9.62,0,16.6,0,15,0,12
10.08,0,2.5,0,15.8,0,7.8
11.46,0,1.5,0,14.5,0,9.2
9.33,0,1.2,0,16.4,0,9.8
7.83,0,0,0,16,0,5.6
4.92,0,1.1,0,14.2,0,10
10.08,0,0.9,0,18,0,11.3
11,0,0.8,0,17.1,0,12.4
11.75,0,6.6,0,18.5,0,13.1
9.54,0,1.1,0,18,0,13.6
9.33,0,1.3,0,18.5,0,13
11.21,0,0,0,18.3,0,14
7.21,0,3.3,0,16,0,13.2
17.83,0,0,0,16.1,0,11
15.34,0,3.4,0,16.4,0,11.9
15.92,0,1,0,14.2,0,7.5
18,0,2.1,0,15.7,0,9
15.09,0,0,0,14,0,7.5
6.83,0,3.7,2,14.5,0,5.6
13.46,0,15.9,0,17.6,0,9.2
15.5,0,0.5,0,17.4,0,12.2
11.38,0,1.7,0,17.5,0,11
14.58,0,3.1,0,17.3,0,12.5
4.42,0,1.1,0,13.7,0,9
10,0,1.1,0,12.2,0,9.1
8.38,0,0.3,0,15.4,0,5.5
15.67,0,0.3,0,13.8,0,6.8
19.33,0,0.3,0,14.6,0,8.5
13.25,0,1.1,0,13.9,0,8.7
9.42,0,27.5,0,9.6,0,3.9
16.21,0,0.9,0,10.3,0,4.7
10.04,0,2.6,0,13.9,0,0.6
14.29,0,1.2,0,14.9,0,4.3
14.42,0,0,0,14.5,0,10.4
7.38,0,0,0,12.3,0,6.4
7.25,0,0,0,13.8,0,5.9
11.71,0,0,0,14.5,0,9
10.34,0,1.3,0,15.2,0,5.8
21.29,0,3.1,0,14.6,0,9.4
22,0,2.2,0,12.4,0,8
7.75,0,7.2,0,10.4,0,7.2
11.79,0,0.5,0,9.5,0,2.4
10.04,0,0,0,9.8,0,3.4
8.29,0,11.5,0,9,0,2.6
14.46,0,3.4,0,10,0,5
11.29,0,19.7,0,9,0,0.2
19.12,0,1.9,0,8.6,0,4.4
10.67,0,0,0,9.2,0,3.5
7.17,0,0,0,8.9,1,-2.5
12.79,0,0,0,8.5,0,1.4
10.34,0,5.9,0,7.6,0,1
5.91,0,0,0,8.5,1,-0.1
4.46,0,0.5,0,7.6,0,0.4
10.83,0,0,0,9.5,0,1.9
12.54,0,0.6,0,12.8,0,4.6
17.62,0,0.2,0,13.2,0,8.2
5.5,0,0,0,13.5,0,3.1
12.38,0,1,0,13.2,0,5
14.92,4,0,0,9.6,0,6
14.58,4,0,0,8.8,0,2.8
6.54,0,0,0,6.6,0,0
2.17,0,0,0,7,1,-2.5
3.04,4,0,0,8.4,1,-4.8
2.71,0,0.2,0,10.6,1,-2.5
0.58,0,0,0,10.3,0,2.4
3.83,0,0,0,10.2,0,6.9
4.25,0,0,0,9.8,0,6
0.54,0,0,0,9.2,0,0
3.42,0,5.5,0,9.5,0,1
8.87,0,0,0,6.5,0,2.5
9.29,0,1.5,0,9.1,1,-0.9
11.08,0,1.2,0,11,0,0
17.88,0,0,0,10.8,0,9
13.88,0,4.8,0,11.5,0,4.7
11.29,0,0,0,12.1,0,5
5.88,0,0,0,10.5,0,8
4.83,0,0,0,11.6,0,6.5
10.17,0,0.2,0,9.3,0,6.1
16.62,4,0,0,10.2,0,0
19.75,0,1.9,0,11,0,6.4
12.25,0,1.2,0,5.2,0,3.5
12.62,0,0.7,0,4.5,1,-0.5
15.79,0,2.4,0,2,1,-2
12.29,0,0,0,1.9,1,-3
8.83,0,2.3,0,3,1,-4
12.83,0,1.5,0,7.6,1,-3.5
10.29,0,0.2,0,8.3,0,2.9
6.67,4,0,0,8.6,0,6.4
9.21,4,0,0,7.6,0,5.8
16.21,0,1.4,0,9.5,0,5.5
6.13,4,0,0,7.8,0,1.8
1.63,0,0.4,0,5.4,1,-5.8
8.04,0,9.5,0,8.1,1,-4
10.34,0,0,0,7.2,2,5
10.58,0,1.6,0,11.9,0,3.6
14.88,0,0.9,0,12.9,0,4.6
18.41,0,6.6,0,14.3,0,7.3
18.88,0,1.6,0,12.7,0,10.1
14.17,0,2.3,0,10.6,0,6.5
19.25,4,0,0,8.3,0,6.2
10.08,0,1.4,0,10.4,0,3.4
16.13,0,0.1,0,11.4,0,4
16.25,4,0,0,5.6,0,1.8
10.63,4,0,0,5.6,0,1.6
14.58,0,4.1,0,7.2,0,2.8
11.75,0,7.9,0,9.5,0,1.5
18.16,0,1,0,8.3,0,2.8
12.67,0,4.9,0,7.8,0,2.5
17,0,0.4,0,7.6,0,2.4
7.71,0,12,0,7.2,1,-0.9
9.75,0,0.5,0,6.8,0,0.3
9.87,0,0.9,0,4.7,0,1.5
7.12,0,2.1,0,4.5,1,-1
18,0,27.8,0,6,1,-1
14.88,0,0,0,4.9,0,2.4
10.96,0,0.3,0,3,1,-2.1
4.42,0,1,0,3.4,1,-0.6
10,0,3.1,0,8.2,0,0.6
10,0,2.8,0,12.4,0,2.7
22.04,0,2.5,0,13.8,0,3
19.41,0,7.9,0,11.6,0,7.4
15.54,0,0.6,0,12.6,0,6.6
20.12,0,1.4,0,10.8,0,5.5
16.42,0,0.3,0,11.5,0,5
8.08,4,0,0,10.4,0,8.8
3.46,0,0.1,0,9.8,0,1.6
0.46,0,0,0,8.4,0,4
0.54,0,0,0,8.3,0,5.2
8.75,0,0,0,8,0,4.5
13.04,0,0,0,8,0,2.7
19.79,0,0,0,9.5,0,4.5
14.5,0,0,0,9.2,0,7.1
12.29,0,1.9,0,10.5,0,6
8.75,0,0,0,7.3,0,0
17.62,0,0.3,0,12.6,0,1.4
16.92,0,0.8,0,13.6,0,6.5
16,0,1.9,0,11.8,0,10.9
15.59,0,0.7,0,8,0,2.5
13.46,0,0,0,6.7,0,2.3
9.29,0,0.2,0,7.4,1,-0.4
15.04,0,1.5,0,8.5,1,-2.1
6.67,4,0,0,4.2,0,0.1
8.71,0,0.9,0,1.8,1,-5
5.63,4,0,0,4.4,1,-3
1.75,4,0,0,5,1,-2
3.88,0,10,0,5.6,1,-2.8
10.04,4,0,0,5.8,0,0
14.71,0,4.9,0,5.8,0,4.5
6.42,0,0.3,0,7.5,0,4
9.92,0,0.1,0,7.8,0,1.5
14.71,0,0,0,6,0,4
5.71,0,0,0,6.7,0,1.5
6.17,0,0.7,0,5.6,1,-1
7.58,0,0,0,8.7,0,1.5
3.63,0,0,0,7.3,1,-2.5
3,0,0,0,8,1,-2
2.37,0,0,0,7.4,1,-2
12.12,0,0.7,0,5.4,1,-1.7
14.92,0,0,0,4.7,0,1.7
8.46,0,0.3,0,5.4,0,1.9
8.29,0,0,0,3.6,1,-4
9.87,4,0,0,4.4,1,-1.6
4.83,4,0,0,6.4,1,-3.8
6.21,0,0,0,6.5,0,1.5
11.83,0,0,0,9.4,0,1
5.54,0,0,0,8.6,0,1
4.63,0,0,0,5.5,0,3
7.08,0,0,0,10.3,1,-0.2
7.54,0,0,0,10.5,0,0
10.75,0,0,0,10.2,1,-0.6
16.92,0,0,0,14,0,2.6
16.92,0,0,0,9.8,0,6
10.75,0,0,0,7,1,-0.3
5.79,0,0,0,9.6,1,-1.5
8.12,0,0,0,10.7,1,-0.5
11.08,0,0,0,12,0,4.5
11.34,0,0,0,11.5,0,7.8
6.25,0,0,0,9.7,0,6.3
15.71,0,2.7,0,10.5,0,6
13.04,0,1.9,0,8.9,0,4.2
14.5,0,1.4,0,7.3,0,2.5
19.95,0,2.3,0,12.5,0,1.6
24.5,0,3.9,0,8.4,0,2
21.09,0,1.2,0,9.1,0,2.6
18.66,0,7.9,0,10.5,0,2.5
11.25,0,0.9,0,8,0,2.2
7.67,0,0.8,0,7.6,0,1
13.29,0,0.8,0,13.7,0,1
13.62,0,12.5,0,13.5,0,3.5
4,4,0,0,12.2,0,4
13.67,0,5.5,0,11.8,0,3.8
20.5,4,0,0,12.6,0,5
19.79,0,0,0,13.4,0,7.6
6.04,0,0,0,16,0,5.4
6.38,0,0,0,11.1,0,7.5
8.5,0,0,0,12.5,0,0.2
16.71,0,0,0,12.7,0,4.5
21.12,0,1.8,0,13,0,7.8
17,0,0.5,0,9.3,1,-1.8
13.29,0,0.1,0,7.6,0,0
6.58,0,0,0,6.8,1,-2.9
10.08,0,0,0,9.1,1,-1.7
9.33,0,0,0,11.2,0,0.5
5.71,4,0,0,8.1,1,-0.1
4.63,4,0,0,9.2,1,-5.5
4.96,0,0,0,11.8,0,1.5
4.83,0,0,0,12.8,0,0
5.75,0,0,0,10.5,1,-0.8
8.5,0,0,0,9.2,0,3.5
7.38,0,0,0,9.4,1,-1.5
11.75,4,0,0,9.5,0,4
11.17,0,2,0,11.4,0,6
11,0,8.5,0,10.7,0,7.5
14.29,0,5.4,0,11.1,0,7.5
11.46,0,0,0,14.5,0,6
10.58,0,7.9,0,13.6,0,8.5
8.38,0,0.4,0,15.7,0,6
3.17,0,0.4,0,13.6,0,8.4
7.96,0,0,0,15.2,0,4.5
7.58,0,0,0,16,0,9.3
6.17,0,0,0,14,0,5.1
5.66,0,0,0,15.1,0,2
12.62,0,0,0,15,0,2
8.17,0,3,0,14.8,0,10
9.29,0,5.3,0,13.1,0,7.5
4.17,0,15.3,0,10.6,0,2.4
6.21,0,0.1,0,9.8,0,6.8
3.88,4,0,0,13.2,0,2
3.17,0,1.4,0,14.4,0,4.4
6.96,0,0.9,0,12.5,0,7.4
3.63,0,3.2,0,9.4,0,4.5
6.92,0,1.7,0,11.4,0,1.4
15.96,0,0.4,0,9,0,4.4
7.33,0,0.1,0,9,0,2.4
13.5,0,0,0,9,0,5.4
9.96,0,0.2,0,11.8,0,5.9
16.25,0,2.5,0,13.4,0,8
12,0,0.9,0,11,0,5
11.83,0,7.9,0,13,0,2.5
5.58,0,1.9,0,14,0,3.5
6.92,0,0.5,0,14.8,0,7.7
16.58,0,0,0,17,0,9
8.79,0,0,0,14.1,0,7.6
4.46,0,1.1,0,13,0,3.9
5.37,4,0,0,11.6,0,2
3.33,0,0,0,13.5,0,0
5.29,0,0,0,12.2,0,2
3.92,4,0,0,12.4,0,2.2
4.12,4,0,0,11,0,3.8
5.04,0,0,0,14.6,0,1.8
10.08,0,5,0,16.2,0,5.5
3.46,0,1.3,0,13.2,0,10
3.67,0,5.3,0,15.5,0,8.4
3.29,0,0,0,15.4,0,9.5
3,0,0,0,19.1,0,5
4.25,0,0,0,19.3,0,11.6
4.63,0,6.3,0,20,0,6.5
3.04,0,1.1,0,17,0,11.6
4.96,0,0,0,18.4,0,7.2
4.54,0,0,0,16.6,0,9.9
3.29,0,0.7,0,19.5,0,9.6
7.83,0,0,0,15.9,0,10.5
6.13,0,0.2,0,17,0,7.8
11.08,0,0,0,16.6,0,6.2
6.5,0,1.3,0,14.8,0,9.1
3.54,0,1.6,0,16.3,0,9.3
2.96,0,0,0,20.2,0,4.5
1.87,0,0,0,21,0,8.8
4.67,0,0,0,20.5,0,10
3.67,0,0,0,19.8,0,9.9
3.33,0,0,0,20,0,10
5.33,0,0,0,22.4,0,8
3.42,0,0,0,21.2,0,10.5
3.13,0,0,0,20.8,0,7.8
5.13,0,0,0,21.6,0,9.9
5.96,0,0,0,19.4,0,11.8
5.41,0,3,0,16.5,0,10
9.38,0,6.6,0,15.4,0,7.6
10.41,0,5.6,0,16.4,0,8.4
6,0,12,0,15.7,0,11
13.75,0,1.2,0,16,0,9.4
8,0,1,0,17.8,0,8.5
11.75,0,2.5,0,19.2,0,12.6
7.12,0,11.8,0,17.2,0,11.2
5.37,0,1.5,0,17.5,0,10.5
8.21,0,0,0,14,0,10.5
9.13,0,0,0,20.9,0,9.7
12,0,0.5,0,23.4,0,13.2
2.71,0,5.4,0,17.6,0,13.5
12.38,0,1.6,0,15.4,0,11.4
15.67,4,0,0,16.4,0,9.2
7.96,0,0,0,16.2,0,9.4
3.13,4,0,0,16.8,0,9.2
2.42,0,0.1,0,17.6,0,9.5
4.12,0,0,0,18,0,11.4
3.79,0,0,0,18.4,0,8
3.46,0,2,0,19.3,0,9
10.17,0,0,0,17.3,0,10.4
6.67,0,0.2,0,18.7,0,12
5.25,0,0,0,15.6,0,10.3
8.08,0,0.1,0,15.6,0,6.6
12.12,0,0.1,0,17.5,0,12.5
11.08,0,4,0,18.4,0,8.6
10.04,0,0.1,0,16.4,0,9.9
4.58,0,0,0,18.9,0,8.4
2.46,0,0.1,0,18,0,10.2
5.37,0,0.3,0,19.5,0,12.1
4.46,0,0,0,22.5,0,15.5
2.83,0,0,0,20.5,0,14.4
8.87,4,0,0,19,0,11.5
7.04,0,0,0,19.2,0,10.2
2.42,0,0,0,18.4,0,7.6
